site,datetime,stat,bp,co,no,no2,nox,out_rh,out_t,pm25t,sigtheta,sonicwd,sonicws,uvpm
Parkway East,2018-06-16T00:00:00,Avg,730.3,1.4636,6.9,13.2,20.2,66.1,22.6,25,41.3,208,2.2,2798
Parkway East,2018-06-17T00:00:00,Avg,731,,1.2,6.5,7.8,66.6,27.3,14,43.9,203,2.1,1061
Parkway East,2018-06-18T00:00:00,Avg,729.4,0.4338,1.7,8.2,10,65.4,28.7,19,33.1,230,4.7,1458
Parkway East,2018-06-19T00:00:00,Avg,727.3,0.5935,6.8,9.9,16.7,70.7,26.2,7,48,348,2.6,1314
Parkway East,2018-06-20T00:00:00,Avg,725.4,0.4142,5.2,10.7,16,85.7,22.7,9,47,189,1.9,1551
Parkway East,2018-06-21T00:00:00,Avg,724.9,0.5342,10.6,7.4,18.1,80.1,22.4,10,58.1,13,1.6,1588
Parkway East,2018-06-22T00:00:00,Avg,724.8,0.2134,1.8,4.2,6.2,85.6,19.9,5,64.6,193,1.5,751
Parkway East,2018-06-23T00:00:00,Avg,723.7,0.3634,1.6,4.7,6.4,82.3,21.5,6,47,221,3.1,529
Parkway East,2018-06-24T00:00:00,Avg,726.5,0.4491,2.5,6,8.6,76,22.7,9,38.3,264,3.5,721
Parkway East,2018-06-25T00:00:00,Avg,732,0.5266,7.8,7.9,15.8,68.9,22.3,7,45.3,35,2.3,870
Parkway East,2018-06-26T00:00:00,Avg,731.6,0.199,2.5,5.1,7.6,71,20.8,8,51.8,197,2.1,836
Parkway East,2018-06-27T00:00:00,Avg,726.2,0.3373,0.9,6.1,7.1,84,21.5,7,30.2,198,4.5,825
Parkway East,2018-06-28T00:00:00,Avg,726.7,0.6881,7.6,12.2,19.9,75.1,23.6,10,45.8,293,2.7,1612
Parkway East,2018-06-29T00:00:00,Avg,730.6,1.3983,7.1,12.8,20,68.3,25.6,21,49.9,189,1.6,2709
Parkway East,2018-06-30T00:00:00,Avg,731.1,0.6033,1.4,8.4,10,67.8,26.7,22,36,156,1.9,2056
Parkway East,2018-07-01T00:00:00,Avg,730.4,0.4938,1,6.6,7.6,66.7,27.7,19,33.7,155,2.4,1608
Parkway East,2018-07-02T00:00:00,Avg,731.1,0.4664,2.1,8.8,11.1,73.8,26.8,14,40.1,194,3.1,1559
Parkway East,2018-07-03T00:00:00,Avg,733.9,0.3883,2.4,6.8,9.3,72,27.9,9,57.7,154,1.3,1379
Parkway East,2018-07-04T00:00:00,Avg,735.2,0.3917,0.9,5.4,6.4,69.4,28.1,11,45.5,83,1.8,846
Parkway East,2018-07-05T00:00:00,Avg,734.9,0.3854,3,8.4,11.5,84.4,25.1,15,38.7,177,2.5,1518
Parkway East,2018-07-06T00:00:00,Avg,734,0.5753,7.1,8.5,15.7,67.8,24.2,7,42.3,2,3.2,1002
Parkway East,2018-07-07T00:00:00,Avg,736.6,0.4841,3.4,6,9.5,57.7,21.2,6,61.8,54,1.8,705
Parkway East,2018-07-08T00:00:00,Avg,736.3,0.2817,0.6,3.4,4.1,55,22.7,6,54.4,118,1.5,521
Parkway East,2018-07-09T00:00:00,Avg,734,0.7606,3.5,11.9,15.5,60.6,24,13,42.5,203,2.3,1583
Parkway East,2018-07-10T00:00:00,Avg,730,1.035,8.4,14.9,23.4,63.2,26,19,48.3,317,2.6,2134
Parkway East,2018-07-11T00:00:00,Avg,730.6,0.6381,10.9,11.3,22.3,56.9,24.1,11,44.1,24,2.4,1233
Parkway East,2018-07-12T00:00:00,Avg,733.5,0.413,6.1,8.7,14.8,55.5,23.3,10,57.2,61,1.6,1076
Parkway East,2018-07-13T00:00:00,Avg,733.1,0.3042,1.4,6.2,7.7,59.8,25.1,14,40.9,166,2,991
Parkway East,2018-07-14T00:00:00,Avg,731.4,0.6605,1.5,8.9,10.5,62.6,27.1,18,42.2,201,2.4,1330
Parkway East,2018-07-15T00:00:00,Avg,729.7,0.6905,1.8,9.7,11.6,73.3,26.3,20,45,202,2.5,1857
Parkway East,2018-07-16T00:00:00,Avg,728.3,0.5169,2.1,8.7,11,72,26.6,16,32.6,196,3.5,1498
Parkway East,2018-07-17T00:00:00,Avg,727.1,0.5182,6.3,9.3,15.6,66.9,25.8,10,39.1,313,3.3,1133
Parkway East,2018-07-18T00:00:00,Avg,729.9,0.6518,11.4,11.3,22.8,57.6,22.8,9,54.3,12,1.9,1032
Parkway East,2018-07-19T00:00:00,Avg,730.6,0.258,3.4,7.4,10.9,59.4,23.7,11,58.6,166,1.7,1056
Parkway East,2018-07-20T00:00:00,Avg,728.5,0.2392,1.3,6.1,7.4,70,23.5,12,47.1,169,2.6,842
Parkway East,2018-07-21T00:00:00,Avg,725.7,0.2756,1,3.8,4.9,75.8,22,7,61.3,184,1.8,406
Parkway East,2018-07-22T00:00:00,Avg,723.8,0.332,1.2,4.6,5.9,82.7,20.4,7,52.9,136,1.8,461
Parkway East,2018-07-23T00:00:00,Avg,726.8,0.2316,1.7,4.1,5.9,83.6,23.7,6,66.7,148,0.9,639
Parkway East,2018-07-24T00:00:00,Avg,728.4,0.1779,0.8,3.9,4.8,77.2,24.9,4,52.8,179,1.9,689
Parkway East,2018-07-25T00:00:00,Avg,727.2,0.5188,6.6,10.7,17.4,79.4,24.1,11,48.5,216,1.9,1730
Parkway East,2018-07-26T00:00:00,Avg,727.5,0.6759,7.1,9.6,16.7,70.5,24.5,17,32.3,212,4,1881
Parkway East,2018-07-27T00:00:00,Avg,728.7,0.402,2.8,8.7,11.6,76.3,23.1,12,46.1,215,2.8,1109
Parkway East,2018-07-28T00:00:00,Avg,730.9,0.6517,4.8,9.5,14.5,65.8,22.1,8,49.2,298,2.3,999
Parkway East,2018-07-29T00:00:00,Avg,732.1,0.4064,1.1,5.3,6.5,68.2,21.8,11,51.5,128,1.3,1367
Parkway East,2018-07-30T00:00:00,Avg,730.8,0.2924,1.8,6.2,8.1,78.8,21.8,11,54.2,158,1.5,923
Parkway East,2018-07-31T00:00:00,Avg,729.4,0.3331,3.4,6.7,10.3,84.1,21.9,5,57.2,166,1.5,1074
Parkway East,2018-08-01T00:00:00,Avg,729.2,0.4348,1.9,8.8,10.9,82.7,22.5,11,33.5,204,3.5,1064
Parkway East,2018-08-02T00:00:00,Avg,731.1,0.4043,4,10.2,14.3,82.6,22.7,12,40.5,189,1.9,1529
Parkway East,2018-08-03T00:00:00,Avg,731.6,0.3429,4.4,8.7,13.2,84.3,23.1,10,35,166,1.6,1753
Parkway East,2018-08-04T00:00:00,Avg,732.6,0.6689,2.5,7.7,10.3,72.8,25.4,16,35.7,206,3.1,1559
Parkway East,2018-08-05T00:00:00,Avg,733.6,0.978,2.1,9.9,12.2,77.9,24.9,21,42.7,179,2.1,2104
Parkway East,2018-08-06T00:00:00,Avg,731.8,0.914,4.1,10.7,14.9,68.6,27,20,39.6,203,2.9,2020
Parkway East,2018-08-07T00:00:00,Avg,729.1,0.4994,5.1,10.7,16,71.9,26.2,13,34.8,225,3.2,1398
Parkway East,2018-08-08T00:00:00,Avg,727.6,0.3131,1.8,7,8.9,84.2,23.7,10,30.4,212,4,1032
Parkway East,2018-08-09T00:00:00,Avg,727.6,0.6254,6.7,12.2,19.1,71.6,25.1,13,42.6,266,3,1448
Parkway East,2018-08-10T00:00:00,Avg,727.7,0.572,3.7,12.8,16.6,87.5,21.9,13,44.1,194,1.8,1844
Parkway East,2018-08-11T00:00:00,Avg,728.2,0.4942,3.4,7.2,10.7,73.5,23.9,9,37.9,303,2.3,922
Parkway East,2018-08-12T00:00:00,Avg,730.2,0.5432,3,6.4,9.4,67.8,24.4,8,54.9,55,1.7,949
Parkway East,2018-08-13T00:00:00,Avg,729.8,0.5627,6.6,11.3,18,85,20.4,11,53.9,133,1.5,1465
Parkway East,2018-08-14T00:00:00,Avg,728.8,0.4063,4.8,10.6,15.5,89.3,20.6,13,38.7,187,2,1575
Parkway East,2018-11-21T00:00:00,Avg,732.9,0.3686,7.7,9.5,17.3,74.1,0.9,13,32.1,278,6.5,656
Parkway East,2018-11-22T00:00:00,Avg,739.1,0.4291,3.9,5.7,9.6,59.9,-3.4,3,42.7,55,2.5,420
Parkway East,2018-11-23T00:00:00,Avg,734.7,0.1881,1.5,6.4,8.1,53.9,2,7,54.5,137,1.3,739
Parkway East,2018-11-24T00:00:00,Avg,723.9,0.2301,0.9,6.7,7.7,87.6,5.7,7,30.2,156,2.7,460
Parkway East,2018-11-25T00:00:00,Avg,724.8,0.4266,3.5,9.2,12.8,79.8,9.5,13,29.3,245,3.4,822
Parkway East,2018-11-26T00:00:00,Avg,717.9,0.2284,3,6.7,9.8,85.1,5.7,3,30.6,211,5.7,356
Parkway East,2018-11-27T00:00:00,Avg,722.1,0.2827,7.9,8.8,16.8,86.5,-1.4,4,30.5,294,6.8,459
Parkway East,2019-02-14T00:00:00,Avg,726.1,0.3858,1.9,12.5,14.6,61.5,2.8,7,21.4,181,3.8,710
Parkway East,2019-02-15T00:00:00,Avg,721.2,0.3088,3.4,7.5,10.7,51.9,7.9,8,25.1,264,8.3,494
Parkway East,2019-02-16T00:00:00,Avg,728.1,0.5561,5.9,7.8,13.8,66.3,-1.8,8,37.6,5,3.4,599
Parkway East,2019-02-17T00:00:00,Avg,725.3,0.2971,2,7.2,9.2,78.7,-0.8,7,53.1,106,1.4,686
Parkway East,2019-02-18T00:00:00,Avg,730.6,0.3887,8.2,10.3,18.2,82.8,-1.1,10,27.9,303,6.2,770
Parkway East,2019-02-19T00:00:00,Avg,741.8,0.4448,9.7,15.2,25,65.2,-3.8,8,45.6,21,1.7,773
Parkway East,2019-02-20T00:00:00,Avg,731.1,0.2168,1.4,8.8,10.2,85.2,1,6,40.7,122,1.6,604
Parkway East,2019-02-21T00:00:00,Avg,730.5,0.4529,7.4,12.9,20.4,66.4,6.1,7,28.8,281,5.2,739
Parkway East,2019-02-22T00:00:00,Avg,736.9,0.5128,9.5,16.1,25.7,64.4,3.5,18,46.8,17,1.8,1164
Parkway East,2019-02-23T00:00:00,Avg,731.7,0.2082,0.4,8.2,8.8,81.3,3.5,11,33.5,124,1.6,959
Parkway East,2019-02-24T00:00:00,Avg,718.5,0.2578,1.1,4.4,5.5,71.1,7.1,3,28.3,230,10,290
Parkway East,2019-02-25T00:00:00,Avg,731.9,0.3098,4.6,6.7,11.4,42.3,-0.7,5,30.2,290,9.6,409
Parkway East,2019-02-26T00:00:00,Avg,737.6,0.5077,11.3,13.4,24.8,53.3,-1,7,33.2,344,3.6,927
Parkway East,2018-11-20T00:00:00,Avg,729.7,0.4704,11.7,13.6,25.3,85.1,2.2,10,29,291,4.4,1058
Parkway East,2018-11-28T00:00:00,Avg,726.5,0.2989,7.7,9.2,17,76.5,-3,8,31.7,286,7.1,509
Parkway East,2018-11-29T00:00:00,Avg,729.7,0.2797,6.4,11.7,18.2,71.9,-1.5,15,38.8,216,3.2,838
Parkway East,2018-11-30T00:00:00,Avg,728.3,0.7333,24.7,19.8,44.6,84.1,3.6,22,36.3,33,2,2199
Parkway East,2018-12-01T00:00:00,Avg,726.9,0.2565,2,7.8,10,92.2,5.3,11,47.1,116,1.4,775
Parkway East,2018-12-02T00:00:00,Avg,718.5,0.3736,1.5,7.9,9.5,72,12.9,6,22.9,187,5.2,537
Parkway East,2018-12-03T00:00:00,Avg,723.6,0.3383,7.7,7.7,15.4,75.9,5.4,3,27.6,274,6.8,393
Parkway East,2018-12-04T00:00:00,Avg,729.7,0.5601,14.9,13.1,28.2,73.2,1,4,32.7,339,3.4,769
Parkway East,2018-12-05T00:00:00,Avg,730.2,0.3457,10.8,14.1,25,79.5,-0.4,9,41.2,277,3,870
Parkway East,2018-12-06T00:00:00,Avg,732.9,0.2058,3,8.2,11.4,75,0.2,8,25.5,247,7,462
Parkway East,2018-12-07T00:00:00,Avg,737.7,0.5968,19.8,18,38,68.4,-1.7,8,28.7,278,3.2,1061
Parkway East,2018-12-08T00:00:00,Avg,740.2,0.5558,8.8,17.1,26,74.9,-3.9,16,32.5,294,2.6,1093
Parkway East,2018-12-09T00:00:00,Avg,735.2,0.5034,7.7,12.9,20.8,69,-2.8,12,54,76,1.4,1274
Parkway East,2018-12-10T00:00:00,Avg,732.7,0.4929,13.2,17.3,30.7,79.3,-3.8,18,36.6,3,2.6,1570
Parkway East,2018-12-11T00:00:00,Avg,730.5,0.2924,3.6,13.5,17.3,70.2,-1.3,17,23.7,229,5.8,1031
Parkway East,2018-12-12T00:00:00,Avg,729.8,0.319,4.9,19.3,24.3,65.7,2.1,17,27.5,183,2.5,1469
Parkway East,2018-12-13T00:00:00,Avg,732.4,0.7186,5.6,21,26.7,75.6,5.1,17,21,180,2.7,1733
Parkway East,2018-12-14T00:00:00,Avg,733.3,0.5007,7.4,19.5,27,78.5,7.1,18,26.6,141,1.5,2135
Parkway East,2018-12-15T00:00:00,Avg,729,0.4093,4.9,8.1,13.1,96,8.2,8,42.1,74,2.7,791
Parkway East,2018-12-16T00:00:00,Avg,727,0.5989,7.9,9.6,17.7,92.7,5.3,5,34,25,2.8,711
Parkway East,2018-12-17T00:00:00,Avg,728.3,0.3915,7.9,9.9,17.9,73.2,3.6,12,26.9,296,6.2,853
Parkway East,2018-12-18T00:00:00,Avg,732.2,0.8567,14.6,15.9,30.6,64.7,1.5,8,39.4,327,3.4,1143
Parkway East,2018-12-19T00:00:00,Avg,729.3,0.7179,18.5,22.4,41,71,1.8,18,20.9,143,2.1,2309
Parkway East,2018-12-20T00:00:00,Avg,722.6,0.4099,18.5,17,35.6,77.5,6.2,9,39.7,126,1.3,1855
Parkway East,2018-12-21T00:00:00,Avg,711.7,0.446,8.9,11.9,20.9,94.7,6.5,5,28.5,316,4.3,802
Parkway East,2018-12-22T00:00:00,Avg,724.7,0.4077,5.8,7.7,13.6,87,1.6,7,28.2,294,5.9,481
Parkway East,2018-12-23T00:00:00,Avg,729.9,0.2659,2,9.1,11.1,77.2,3.5,9,23.7,221,4,594
Parkway East,2018-12-24T00:00:00,Avg,732.3,0.423,5,8.1,13.2,71.8,0.9,8,29.2,291,5.6,485
Parkway East,2018-12-25T00:00:00,Avg,736,0.7428,12.6,18.3,31,74.2,-0.6,15,41.5,177,1.4,1360
Parkway East,2018-12-26T00:00:00,Avg,739.2,0.6048,9.7,20.5,30.2,68.9,3.3,13,30.8,212,2.1,1507
Parkway East,2018-12-27T00:00:00,Avg,735.5,0.1897,1.7,8.6,10.3,69.2,5.5,7,35.4,129,1.8,936
Parkway East,2018-12-28T00:00:00,Avg,725.9,0.341,2.4,9.5,12.2,87.8,12,6,26.9,192,4.6,527
Parkway East,2018-12-29T00:00:00,Avg,732.7,0.3595,4.2,,,78.2,2.4,6,29.2,272,5.7,342
Parkway East,2018-12-30T00:00:00,Avg,732.3,0.2496,2.1,,,73.6,2.3,8,24,221,4.4,630
Parkway East,2018-12-31T00:00:00,Avg,726.9,0.4122,10.1,10.2,11.3,89.7,6.5,13,24.5,129,3.2,1519
Parkway East,2019-01-01T00:00:00,Avg,729.3,0.3918,3.8,5.8,9.7,76.3,7.6,4,29.8,308,6.5,328
Parkway East,2019-01-02T00:00:00,Avg,731.5,0.4008,8.7,11.2,20,89.7,4.3,10,37.9,246,2.7,785
Parkway East,2019-01-03T00:00:00,Avg,728.8,0.3412,6.2,10.1,16,76.9,2.3,9,26.4,265,5.3,748
Parkway East,2019-01-04T00:00:00,Avg,724.5,0.7443,11.4,15.4,26.9,83.9,2.9,22,40.4,144,1.7,1840
Parkway East,2019-01-05T00:00:00,Avg,721.3,0.4648,6.2,10.3,16.6,77.6,6.6,12,30.3,304,4.9,1165
Parkway East,2019-01-06T00:00:00,Avg,732.2,0.4642,4.2,7.8,12.1,67.6,4.7,9,29.2,332,4.7,685
Parkway East,2019-01-07T00:00:00,Avg,731.8,0.2245,1.6,7.5,9.1,66.5,3.3,5,40.6,127,2.1,567
Parkway East,2019-01-08T00:00:00,Avg,723.6,0.2429,1.9,8,9.8,66.5,11,6,21.7,235,8.2,592
Parkway East,2019-01-09T00:00:00,Avg,725.6,0.293,5.8,7.2,13.1,73.6,-0.1,5,27.7,307,7.9,414
Parkway East,2019-01-10T00:00:00,Avg,731.7,0.3376,6.7,8.2,15,71.1,-4.3,3,26.6,310,7.4,491
Parkway East,2019-01-11T00:00:00,Avg,736.7,0.5585,10.5,14.9,25.6,64.7,-3.3,10,33.8,318,3.7,860
Parkway East,2019-01-12T00:00:00,Avg,737,0.4891,5.4,12.1,17.5,75.8,-2.4,13,47.2,82,1.3,1586
Parkway East,2019-01-13T00:00:00,Avg,733.6,0.3916,3.5,8.6,12.2,81.9,-1.1,14,48.2,81,1.7,1092
Parkway East,2019-01-14T00:00:00,Avg,733.5,0.5595,12.9,15.7,28.8,70.3,-0.5,12,33.8,335,2.5,1315
Parkway East,2019-01-15T00:00:00,Avg,732.6,0.2904,4,9.8,13.6,74.6,-1.7,14,27.8,254,5.9,683
Parkway East,2019-01-16T00:00:00,Avg,732.2,0.4,8.1,11,19.3,84,-0.4,9,28.5,270,5.5,605
Parkway East,2019-01-17T00:00:00,Avg,732.3,0.2646,3.4,11.7,15.2,81.8,-0.6,8,39.5,118,1.3,868
Parkway East,2019-01-18T00:00:00,Avg,730,0.7128,16.8,16.5,33.4,89.5,1.6,16,28.2,292,3.2,1373
Parkway East,2019-01-19T00:00:00,Avg,725.2,0.3066,2.5,9.3,11.9,87.7,1.5,12,40.8,101,1.5,869
Parkway East,2019-01-20T00:00:00,Avg,723.2,0.244,1.8,4.4,6.2,77.6,-6.5,3,28.2,336,7.5,280
Parkway East,2019-01-21T00:00:00,Avg,737.7,0.408,0.9,4.9,5.8,67.7,-12.5,7,29.3,317,5.6,714
Parkway East,2019-01-22T00:00:00,Avg,738.7,0.3365,0.4,9.1,9.6,60.7,-5.4,11,37.6,155,1.9,1234
Parkway East,2019-01-23T00:00:00,Avg,726.2,1.1242,7.4,21.6,29,77.7,6.8,16,25.6,166,3.5,1625
Parkway East,2019-01-24T00:00:00,Avg,721.2,0.4246,7.4,10.2,17.6,87.4,1.4,6,27.7,286,6.2,654
Parkway East,2019-01-25T00:00:00,Avg,729.8,0.3287,5.5,9.7,14.9,59.4,-5.3,7,31.4,265,6.7,506
Parkway East,2019-01-26T00:00:00,Avg,731.3,0.3701,1.4,10.1,11.5,78,-5.5,9,21.7,210,4.7,776
Parkway East,2019-01-27T00:00:00,Avg,727.4,0.4094,3.9,8.8,12.8,66.4,-1.2,10,26.7,271,6.5,556
Parkway East,2019-01-28T00:00:00,Avg,725.8,0.221,2.5,9.9,12.6,59.9,-1.8,11,42.6,128,1.9,727
Parkway East,2019-01-29T00:00:00,Avg,724.1,0.3185,5.5,9.3,14.9,68.4,-2.9,11,29.7,262,6.7,602
Parkway East,2019-01-30T00:00:00,Avg,728.8,0.2402,3.9,7.8,11.8,60.6,-14.5,6,26.7,263,7.9,377
Parkway East,2019-01-31T00:00:00,Avg,736.2,0.3207,4.9,11.7,16.7,51.2,-14.9,7,26.5,249,5.8,572
Parkway East,2019-02-01T00:00:00,Avg,735.8,0.442,14.6,21.5,35.3,73.5,-9.8,14,46,102,1.5,1463
Parkway East,2019-02-02T00:00:00,Avg,733.5,1.1482,15.6,18.1,33.7,79.7,-2.6,32,21.3,194,4.2,2859
Parkway East,2019-02-03T00:00:00,Avg,729.9,0.8542,4.6,19.5,24.2,74.3,7.3,25,23.5,185,3.1,2218
Parkway East,2019-02-04T00:00:00,Avg,727.7,0.8403,5.2,20.3,25.6,66.5,10.6,23,21.3,175,3.9,2014
Parkway East,2019-02-05T00:00:00,Avg,729.2,0.4823,10.1,13,22.5,81.8,11.1,11,32.7,297,3.5,1214
Parkway East,2019-02-06T00:00:00,Avg,727.6,0.39,6.3,14,20,93.1,9.9,12,28.9,148,1.9,1165
Parkway East,2019-02-07T00:00:00,Avg,726.2,0.8398,4.5,11.1,15.5,92.9,13.8,11,30.3,177,3.1,1152
Parkway East,2019-02-08T00:00:00,Avg,733,0.2763,4.3,6.3,10.7,64,1.6,4,30.5,275,9.1,362
Parkway East,2019-02-09T00:00:00,Avg,745.3,0.4795,5.6,9,14.6,55.9,-4.9,6,33.6,330,4.8,646
Parkway East,2019-02-10T00:00:00,Avg,739.3,0.4686,3.2,12.3,15.3,72.1,-2.9,12,39.4,122,1.5,1239
Parkway East,2019-02-11T00:00:00,Avg,731.9,0.6673,7.3,17.4,24.6,95.2,1.8,17,36.8,149,1.4,1863
Parkway East,2019-02-12T00:00:00,Avg,722.6,0.2109,0.7,6.6,7.3,94.4,4.1,2,36.8,144,3.4,301
Parkway East,2019-02-13T00:00:00,Avg,723.8,0.2864,3.5,6.8,10.4,69.1,-0.6,5,30.7,264,9.6,392
Parkway East,2019-02-27T00:00:00,Avg,730.4,0.3989,5.2,10.8,16.1,56.1,3.8,9,37.9,90,4,998
Parkway East,2019-02-28T00:00:00,Avg,731.6,0.4737,9.7,11.7,21.4,56.7,0,11,47.1,28,3.3,925
Parkway East,2019-03-01T00:00:00,Avg,730.7,0.6359,11.4,13.4,24.9,83.1,0.9,13,46.7,72,2.1,1222
Parkway East,2019-03-02T00:00:00,Avg,730.2,0.6526,5.5,11.9,17.5,72.3,2.1,19,30.3,306,4,1364
Parkway East,2019-03-03T00:00:00,Avg,728.6,0.503,3.7,11.7,15.6,76.2,-0.3,18,41,62,2.1,1035
Parkway East,2019-03-04T00:00:00,Avg,728.3,0.3858,6.3,8.1,14.5,63.6,-4.9,6,32,303,6.2,478
Parkway East,2019-03-05T00:00:00,Avg,729.8,0.3216,4.8,9.2,14.2,64.8,-9,13,29.6,269,7,497
Parkway East,2019-03-06T00:00:00,Avg,733.3,0.3366,5.9,10.6,16.6,63,-7.9,11,31.6,276,6.5,597
Parkway East,2019-03-07T00:00:00,Avg,734.8,0.4903,8.3,14.8,22.7,58.6,-3,15,30.3,292,4.6,1081
Parkway East,2019-03-08T00:00:00,Avg,733.1,0.3947,3.7,14.3,18,69.1,-0.7,17,41.6,126,1.2,1383
Parkway East,2019-03-09T00:00:00,Avg,730.3,0.4244,2.4,11.2,14.3,75.7,3.7,15,45.2,129,1.8,1185
Parkway East,2019-03-10T00:00:00,Avg,725.4,0.4728,1.9,5.5,7.5,70,10.3,7,29.3,251,7.2,360
Parkway East,2019-03-11T00:00:00,Avg,733.1,0.4206,5.4,8.6,14.1,73.6,3,8,29.6,272,6.1,577
Parkway East,2019-03-12T00:00:00,Avg,735.7,0.5418,5.6,14,19.6,43.7,5.5,11,41.3,338,3.2,1020
Parkway East,2018-08-15T00:00:00,Avg,730.1,1.04,4.3,11.6,16,78.3,23.7,20,38.9,197,2.3,2102
Parkway East,2018-08-16T00:00:00,Avg,731.4,0.7088,3.5,10.4,14,84.3,23.5,24,36.5,179,2.4,1978
Parkway East,2018-08-17T00:00:00,Avg,729.4,0.5309,1.6,9.7,11.4,86.6,22.6,17,29.5,201,3.8,1395
Parkway East,2018-08-18T00:00:00,Avg,727.2,0.5162,2.9,6.1,9.1,73.3,25,10,39.9,331,3.1,814
Parkway East,2018-08-19T00:00:00,Avg,728.8,0.4618,2.9,4.9,7.9,73.8,21.7,6,49.3,58,1.8,800
Parkway East,2018-08-20T00:00:00,Avg,729.5,0.2781,2.5,4.5,7.1,79,23,5,65.6,177,1.5,652
Parkway East,2018-08-21T00:00:00,Avg,726.1,0.2472,0.7,4.3,5,83.5,23.4,9,42.2,191,3.8,620
Parkway East,2018-08-22T00:00:00,Avg,727,0.5076,6,7.2,13.3,73.5,21.1,12,39.7,316,4.4,1098
Parkway East,2018-08-23T00:00:00,Avg,731.7,0.8321,13.5,14.6,28.2,64.3,19.8,11,50.3,332,2.1,1483
Parkway East,2018-08-24T00:00:00,Avg,733.3,0.3937,2.3,7.3,9.7,68.4,20.5,13,37.6,148,2.5,1356
Parkway East,2018-08-25T00:00:00,Avg,733.2,0.4808,0.6,8.7,9.4,68.2,21.7,12,30.6,188,3.8,1064
Parkway East,2018-08-26T00:00:00,Avg,732,0.4699,0.7,7,7.8,79.5,23.9,21,23.4,209,4.8,1282
Parkway East,2018-08-27T00:00:00,Avg,731.7,0.6156,2.3,8.4,10.8,73.2,27.2,20,29.9,212,4,1682
Parkway East,2018-08-28T00:00:00,Avg,731.4,0.5144,3.8,9.9,13.8,67.9,27.9,19,25.9,212,4.8,1706
Parkway East,2018-08-29T00:00:00,Avg,730.2,0.4512,1.6,8.3,10,73,26.6,13,27,207,5.2,1576
Parkway East,2018-08-30T00:00:00,Avg,732,0.679,10.6,12.1,22.8,78.3,24.2,8,46.2,346,2.1,1376
Parkway East,2018-08-31T00:00:00,Avg,732.7,0.5522,7.1,9.7,16.8,73.2,24.6,13,48.7,56,1.6,1376
Parkway East,2018-09-01T00:00:00,Avg,733.3,0.2516,0.8,5.6,6.5,75.8,24.9,10,34.3,186,3.1,760
Parkway East,2018-09-02T00:00:00,Avg,734.1,0.4997,1.3,7.3,8.7,73.3,26,8,33.3,194,3.1,991
Parkway East,2018-09-03T00:00:00,Avg,735.4,0.7735,3.2,10.1,13.4,68.6,27.6,16,41.9,164,2.1,1695
Parkway East,2018-09-04T00:00:00,Avg,735.3,0.4116,2.9,8.5,11.5,67.3,28,10,53.4,124,1.3,1199
Parkway East,2018-09-05T00:00:00,Avg,734,0.5101,3.5,10.4,14,67.4,27.8,11,32.7,179,3,1206
Parkway East,2018-09-06T00:00:00,Avg,733.7,0.9526,8.3,14.9,23.3,82.4,24.9,14,51.8,124,1.6,2576
Parkway East,2018-09-07T00:00:00,Avg,732.5,0.6596,9.9,9.5,19.5,76.4,24.7,7,50.6,22,2.1,1306
Parkway East,2018-09-08T00:00:00,Avg,731.7,0.6096,7.9,7.2,15.2,93.2,16,6,51.5,50,2.5,877
Parkway East,2018-09-09T00:00:00,Avg,728.8,0.4462,5.1,4.9,10.1,97,13.5,1,68.8,57,2.1,352
Parkway East,2018-09-10T00:00:00,Avg,727.8,0.3318,1.4,4,5.5,95.7,16.7,3,49.9,198,2,364
Parkway East,2018-09-11T00:00:00,Avg,732.4,0.6168,8.9,8.8,17.8,86.6,18.2,5,42.9,216,1.6,1148
Parkway East,2018-09-12T00:00:00,Avg,733.5,0.5366,8.4,5.9,14.3,86.5,21.2,6,66.1,101,1.1,1559
Parkway East,2018-09-13T00:00:00,Avg,733.3,0.3098,1.9,4.4,6.4,82.2,24.1,3,56.9,124,1.2,2035
Parkway East,2018-09-14T00:00:00,Avg,732.6,0.2709,3.5,4.1,7.6,79.5,24.6,4,67.7,201,1.1,1323
Parkway East,2018-09-15T00:00:00,Avg,732.9,0.1971,1.3,3,4.4,78.1,24.1,3,63,143,1.2,794
Parkway East,2018-09-16T00:00:00,Avg,732.6,0.2711,1.4,3.1,4.7,77,23.3,5,71.1,182,1.3,648
Parkway East,2018-09-17T00:00:00,Avg,727.2,0.4016,6.6,6.1,12.8,89.2,21.7,5,70.4,84,1.4,948
Parkway East,2018-09-18T00:00:00,Avg,726.7,0.8443,10.3,10.6,21,83.4,22.9,8,49.2,359,2.1,1428
Parkway East,2018-09-19T00:00:00,Avg,729.2,0.7375,15.3,12,27.4,72.3,24,13,50.5,9,1.9,1933
Parkway East,2018-09-20T00:00:00,Avg,731.4,0.3111,4.4,7.2,11.6,77.5,23.3,13,44.6,164,1.8,1258
Parkway East,2018-09-21T00:00:00,Avg,729.5,0.403,1,7.3,8.4,74.4,25.4,12,26.4,215,6.5,1054
Parkway East,2018-09-22T00:00:00,Avg,733.6,0.513,6.3,5.5,11.9,76.4,16.3,6,53.4,35,2.3,804
Parkway East,2018-09-23T00:00:00,Avg,732.9,0.4061,4.2,3.8,8.1,82.1,16.5,6,70.8,79,1.2,754
Parkway East,2018-09-24T00:00:00,Avg,734.5,0.1791,1,3,4.1,89.1,16.9,1,59.2,195,1.7,337
